provincia,localidad,promocion,viviendas,planta,dormitorios,banos,superficie,terraza,precio
A Coruña,Santiago De Compostela,Cornes,Vivienda A,1,3,2,115.26,-,269.000
A Coruña,Santiago De Compostela,Cornes,Vivienda B,1,3,2,115.26,-,269.000
A Coruña,Santiago De Compostela,Cornes,Vivienda C,1,3,2,116.19,-,269.000
A Coruña,Santiago De Compostela,Cornes,Vivienda D,4,4,2,137.93,-,363.000
A Coruña,Santiago De Compostela,Cornes,Vivienda E,4,3,2,129.52,-,318.000
A Coruña,Santiago De Compostela,Cornes,Vivienda F,1,2,2,93.38,-,219.000
A Coruña,Santiago De Compostela,Cornes,Vivienda G,4,3,2,128.71,18.46,337.000
A Coruña,Santiago De Compostela,Cornes,Vivienda H,4,4,3,176.45,-,439.000
A Coruña,A Coruña Capital,Xardins da Gaiteira,Vivienda A,1,3,2,93.3,4.6,354.000
A Coruña,A Coruña Capital,Xardins da Gaiteira,Vivienda B,1,1,1,53.95,-,171.000
A Coruña,A Coruña Capital,Xardins da Gaiteira,Vivienda C,1,3,2,88.95,-,338.000
A Coruña,A Coruña Capital,Xardins da Gaiteira,Vivienda D,2,1,1,53.95,-,174.000
A Coruña,A Coruña Capital,Xardins da Gaiteira,Vivienda E,2,3,2,88.95,-,341.000
A Coruña,A Coruña Capital,Xardins da Gaiteira,Vivienda F,6,4,2,105.1,38.55,423.000
A Coruña,A Coruña Capital,Xardins da Gaiteira,Vivienda G,1,2,2,78.9,4.9,271.000
A Coruña,A Coruña Capital,Xardins da Gaiteira,Vivienda H,2,3,2,88.95,-,323.000
A Coruña,A Coruña Capital,Xardins da Gaiteira,Vivienda I,5,3,2,85.6,-,312.000
A Coruña,A Coruña Capital,Xardins da Gaiteira,Vivienda J,6,4,2,130.9,32.3,529.000
A Coruña,A Coruña Capital,Xardins da Gaiteira,Vivienda K,2,2,2,72.15,-,232.000
A Coruña,A Coruña Capital,Xardins da Gaiteira,Vivienda L,2,1,1,53.65,6.25,177.000
A Coruña,A Coruña Capital,Xardins da Gaiteira,Vivienda M,4,2,2,93.5,17.1,274.000
A Coruña,A Coruña Capital,Xardins da Gaiteira,Vivienda N,0,Estudio,1,48.55,-,176.000
A Coruña,A Coruña Capital,Xardins da Gaiteira,Vivienda O,1,Estudio,1,43.05,4.8,139.000
A Coruña,A Coruña Capital,Xardins da Gaiteira,Vivienda P,1,Estudio,1,44.25,5.3,144.000
A Coruña,Santiago De Compostela,Residencial San Marcos,Vivienda A,0,3,2,139.2,19,250.000
A Coruña,Santiago De Compostela,Residencial San Marcos,Vivienda B,0,3,2,140.15,19,266.000
A Coruña,Santiago De Compostela,Residencial San Marcos II,Vivienda A,0,4,2,140.15,-,277.000
A Coruña,Santiago De Compostela,Residencial San Marcos II,Vivienda B,0,4,2,139.2,-,261.500
A Coruña,Santiago De Compostela,Residencial San Marcos II,Vivienda C,0,4,2,139.2,-,261.500
A Coruña,Santiago De Compostela,Residencial San Marcos II,Vivienda D,0,4,2,139.2,-,261.500
A Coruña,Santiago De Compostela,Residencial San Marcos II,Vivienda E,0,4,2,140.15,-,275.000
A Coruña,Santiago De Compostela,Residencial San Marcos II,Vivienda F,0,4,2,140.15,-,277.000
A Coruña,Santiago De Compostela,Residencial San Marcos II,Vivienda G,0,4,2,139.2,-,261.500
A Coruña,Santiago De Compostela,Residencial San Marcos II,Vivienda H,0,4,2,139.2,-,261.500
A Coruña,Santiago De Compostela,Residencial San Marcos II,Vivienda I,0,4,2,140.15,-,274.000
A Coruña,Santiago De Compostela,Residencial San Marcos II,Vivienda J,0,4,2,140.15,-,273.000
A Coruña,Santiago De Compostela,Residencial San Marcos II,Vivienda K,0,4,2,139.2,-,256.500
A Coruña,Santiago De Compostela,Residencial San Marcos II,Vivienda L,0,4,2,139.2,-,256.500
A Coruña,Santiago De Compostela,Residencial San Marcos II,Vivienda M,0,4,2,139.2,-,256.500
A Coruña,Santiago De Compostela,Residencial San Marcos II,Vivienda N,0,4,2,140.15,-,270.000
A Coruña,Santiago De Compostela,Residencial San Marcos II,Vivienda O,0,4,2,140.15,-,273.000
A Coruña,Santiago De Compostela,Residencial San Marcos II,Vivienda P,0,4,2,139.2,-,256.500
A Coruña,Santiago De Compostela,Residencial San Marcos II,Vivienda Q,0,4,2,139.2,-,256.500
A Coruña,Santiago De Compostela,Residencial San Marcos II,Vivienda R,0,4,2,139.2,-,256.500
A Coruña,Santiago De Compostela,Residencial San Marcos II,Vivienda S,0,4,2,140.15,-,271.000
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda A,1,1,1,60.6,-,137.600
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda B,1,3,1,105.7,-,216.000
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda C,2,2,1,80,-,174.400
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda D,2,3,1,102.3,-,220.700
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda E,2,2,1,85.9,-,193.600
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda F,2,3,1,98.6,-,213.500
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda G,2,1,1,67.7,-,161.600
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda H,2,2,1,88.1,-,197.800
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda I,2,2,1,84,-,174.100
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda J,2,2,1,84.1,-,174.300
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda K,2,3,1,105.6,-,216.800
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda L,2,3,1,103.3,-,212.600
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda M,9,3,1,99.4,-,266.800
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda N,9,3,1,113.57,37.9,344.600
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda O,9,1,1,65.04,47.7,242.200
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda P,9,4,1,130.22,103.3,432.500
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda Q,9,3,1,109.85,48.5,339.700
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda R,9,3,1,105.5,-,277.400
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda S,9,3,1,102.9,-,271.600
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda T,0,3,1,111.43,114.9,352.300
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda U,0,3,1,113.7,-,312.600
A Coruña,A Coruña Capital,Edificio Parque Eiris,Vivienda V,0,4,1,165.36,104.6,465.000
Alicante,Alicante/alacant,Adamar,Vivienda A,1,2,2,98.57,9.77,210.000
Alicante,Alicante/alacant,Adamar,Vivienda B,1,4,2,131.73,11.86,275.000
Alicante,Alicante/alacant,Adamar,Vivienda C,0,2,2,98.57,9.77,214.000
Alicante,Alicante/alacant,Adamar,Vivienda D,0,4,2,131.73,11.86,281.000
Alicante,Alicante/alacant,Adamar,Vivienda E,0,4,2,131.73,11.86,283.000
Alicante,Alicante/alacant,Adamar,Vivienda F,0,3,2,110.95,9.77,240.000
Alicante,Alicante/alacant,Adamar,Vivienda G,1,4,2,159.91,20.78,324.000
Alicante,Alicante/alacant,Adamar,Vivienda H,1,3,2,123.49,16.88,253.000
Alicante,Alicante/alacant,Adamar,Vivienda I,0,4,2,159.91,20.78,328.000
Alicante,Alicante/alacant,Adamar,Vivienda J,0,3,2,123.49,16.88,257.000
Alicante,Alicante/alacant,Adamar,Vivienda K,0,4,2,159.91,20.78,330.000
Alicante,Alicante/alacant,Adamar,Vivienda L,0,4,2,159.91,20.78,332.000
Alicante,Alicante/alacant,Adamar,Vivienda M,0,3,2,123.49,16.88,264.000
Alicante,Alicante/alacant,Adamar,Vivienda N,1,3,2,125.87,16.83,259.000
Alicante,Alicante/alacant,Adamar,Vivienda O,1,4,2,143.27,23.11,290.000
Alicante,Alicante/alacant,Adamar,Vivienda P,0,3,2,125.87,16.83,263.000
Almería,Pulpí,Birdie&Falcon,Vivienda A,0,1,2,71.87,34.7,86.000
Almería,El Ejido,Residencial Aria,Vivienda A,1,2,2,87.92,17.06,210.000
Almería,El Ejido,Residencial Aria,Vivienda B,1,2,2,87.92,17.06,210.000
Almería,El Ejido,Residencial Aria,Vivienda C,0,2,2,86.2,18.36,218.000
Almería,El Ejido,Residencial Aria,Vivienda D,1,2,2,83.17,21.39,234.000
Almería,Almería Capital,Residencial Hera,Vivienda A,0,4,3,138.7,53.8,253.900
Almería,Almería Capital,Residencial Hera,Vivienda B,0,5,3,186.1,50.1,291.900
Almería,Almería Capital,Residencial Hera,Vivienda C,0,4,3,138.7,53.8,249.900
Almería,Almería Capital,Residencial Hera,Vivienda D,0,5,3,185.9,99.6,271.900
Almería,Almería Capital,Residencial Hera,Vivienda E,0,4,3,135.8,52.4,239.900
Almería,Almería Capital,Residencial Hera,Vivienda F,0,4,3,138,53.5,239.900
Almería,Almería Capital,Residencial Hera,Vivienda G,0,5,3,186.6,59.3,285.900
Barcelona,Montornès Del Vallès,Momentum,Vivienda A,4,2,,105.42,21.22,216.500
Barcelona,Montornès Del Vallès,Momentum,Vivienda B,1,3,,84.39,-,169.525
Barcelona,Terrassa,Metropol Parc,Vivienda A,1,4,2,105.3,6.04,279.000
Barcelona,Terrassa,Metropol Parc,Vivienda B,5,3,2,84.41,7.81,289.000
Barcelona,Terrassa,Metropol Parc,Vivienda C,1,3,1,102.84,21.21,279.000
Barcelona,Terrassa,Metropol Parc,Vivienda D,1,3,2,94.2,3.35,244.000
Barcelona,Terrassa,Metropol Parc,Vivienda E,1,4,2,105.91,2.83,265.000
Barcelona,Terrassa,Metropol Parc,Vivienda F,2,3,2,94.2,-,248.000
Barcelona,Terrassa,Metropol Parc,Vivienda G,2,4,2,105.91,-,269.000
Barcelona,Terrassa,Metropol Parc,Vivienda H,3,3,1,102.84,-,257.000
Barcelona,Barcelona Capital,Llull 495,Vivienda A,1,3,2,90.46,5.79,345.000
Barcelona,Barcelona Capital,Llull 495,Vivienda B,1,3,2,90.48,5.79,340.000
Barcelona,Barcelona Capital,Llull 495,Vivienda C,1,3,2,95.76,5.19,356.000
Barcelona,Barcelona Capital,Llull 495,Vivienda D,2,3,2,90.46,5.79,356.000
Barcelona,Barcelona Capital,Llull 495,Vivienda E,2,3,2,90.48,5.79,351.000
Barcelona,Barcelona Capital,Llull 495,Vivienda F,3,3,2,90.46,5.79,366.000
Barcelona,Barcelona Capital,Llull 495,Vivienda G,3,3,2,90.48,5.79,361.000
Barcelona,Barcelona Capital,Llull 495,Vivienda H,6,3,2,97.8,13.66,460.000
Barcelona,Manresa,Mirador de Montserrat,Vivienda A,2,3,2,103.42,-,219.000
Barcelona,Manresa,Mirador de Montserrat,Vivienda B,2,3,2,112.12,-,254.000
